"rules","support","confidence","coverage","lift","count"
"{difusion=alta,fecha_inicio_T_momento=Tarde,RT_popular=muy muchos} => {adherencia=muy_alta}",0.026311966964786,0.685961590478767,0.0383577846485858,4.09909789903432,2536
"{adherencia=muy_alta,retweet_es_finde=Laborable,RT_popular=muy muchos} => {difusion=alta}",0.0219543068207757,0.949304620906236,0.0231267249071403,3.64612568630688,2116
"{difusion=alta,retweet_es_finde=Laborable,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0219543068207757,0.623820754716981,0.0351932933535307,3.72776315835651,2116
"{adherencia=muy_alta,difusion=alta,RT_popular=muy muchos} => {n_char=largo}",0.0311157685044925,0.443770346256289,0.0701168267933847,1.02277609490599,2999
"{adherencia=muy_alta,n_char=largo,RT_popular=muy muchos} => {difusion=alta}",0.0311157685044925,0.974333983105913,0.0319354236268183,3.74225942295824,2999
"{difusion=alta,n_char=largo,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0311157685044925,0.678199909543193,0.0458799360876512,4.05271645369161,2999
"{adherencia=muy_alta,difusion=alta,RT_popular=muy muchos} => {fecha_inicio_T_momento=Noche}",0.0333672262455645,0.475880437999408,0.0701168267933847,1.04201350331142,3216
"{adherencia=muy_alta,fecha_inicio_T_momento=Noche,RT_popular=muy muchos} => {difusion=alta}",0.0333672262455645,0.955152955152955,0.0349339088211492,3.66858819333514,3216
"{difusion=alta,fecha_inicio_T_momento=Noche,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0333672262455645,0.654057352043929,0.0510157498288062,3.90844787058702,3216
"{adherencia=muy_alta,polaridad=Neutro,RT_popular=muy muchos} => {difusion=alta}",0.0328380817995061,0.951593505712568,0.0345085181880434,3.65491692307279,3165
"{difusion=alta,polaridad=Neutro,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0328380817995061,0.657047955158813,0.0499782116992799,3.92631880551284,3165
"{adherencia=muy_alta,difusion=alta,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.048162519972609,0.686889612311335,0.0701168267933847,1.12635545559983,4642
"{adherencia=muy_alta,retweet_es_finde=Finde,RT_popular=muy muchos} => {difusion=alta}",0.048162519972609,0.967688138419846,0.0497707040733747,3.71673380717229,4642
"{difusion=alta,retweet_es_finde=Finde,RT_popular=muy muchos} => {adherencia=muy_alta}",0.048162519972609,0.695743405275779,0.0692245440019921,4.15755105011409,4642
"{adherencia=muy_alta,retweet_verified=Sin verificar,RT_popular=muy muchos} => {difusion=alta}",0.0314581560872362,0.95017235976183,0.033107841713183,3.64945853106578,3032
"{difusion=alta,retweet_verified=Sin verificar,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0314581560872362,0.742046010768478,0.042393807972443,4.4342413422957,3032
"{adherencia=muy_alta,n_char=largo,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0218920545330041,0.685510071474984,0.0319354236268183,1.12409329684914,2110
"{n_char=largo,retweet_es_finde=Finde,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0218920545330041,0.354562258443959,0.0617438940881077,2.11875625229994,2110
"{adherencia=muy_alta,fecha_inicio_T_momento=Noche,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.022836214230873,0.653697653697654,0.0349339088211492,1.07192757811197,2201
"{fecha_inicio_T_momento=Noche,retweet_es_finde=Finde,RT_popular=muy muchos} => {adherencia=muy_alta}",0.022836214230873,0.335211696618946,0.0681247535846942,2.00312317834505,2201
"{adherencia=muy_alta,polaridad=Neutro,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0236973708783798,0.686710763680096,0.0345085181880434,1.12606218121059,2284
"{polaridad=Neutro,retweet_es_finde=Finde,RT_popular=muy muchos} => {adherencia=muy_alta}",0.0236973708783798,0.298406062189705,0.0794131684339399,1.78318389769782,2284
"{adherencia=muy_alta,retweet_verified=Sin verificar,RT_popular=muy muchos} => {retweet_es_finde=Finde}",0.0225042020294246,0.679724224381072,0.033107841713183,1.11460571642473,2169
